id,heat_deviation,speed_deviation,assembly_line_num,days_since_last_service,sensor_back,sensor_front,operator
41292,-1.194280267,-0.48843166,assembly_0,100,-0.095118853,1.144233985,operator2
41293,-0.718865427,1.273320649,assembly_2,102,-0.019068672,2.138132152,operator2
41294,0.151406113,1.699753455,assembly_0,101,-1.963380745,-1.261804748,operator3
41295,0.887467315,-1.440430714,assembly_0,101,0.58650522,0.448901831,operator3
41296,-0.451047197,0.691598196,assembly_1,102,-0.5411343,1.652591662,operator3
41297,-0.121075189,0.888311058,assembly_1,101,-0.583691833,0.339931772,operator2
41298,1.365181815,-2.264466706,assembly_0,100,0.461566964,-0.330789587,operator2
41299,-1.76488581,1.209361768,assembly_3,100,0.222839909,2.563999714,operator3
41300,-0.016626128,-0.384820767,assembly_0,99,0.264848338,-0.207056209,operator2
41301,-1.968315933,1.164837183,assembly_0,102,-1.570410932,2.126415138,operator3
41302,-2.747036287,-0.740385942,assembly_1,101,-0.314284864,3.059963255,operator3
41303,-1.603827651,0.626773744,assembly_1,101,-0.619027992,2.028757498,operator3
41304,-0.968031843,1.249340447,assembly_0,100,-1.123542222,0.065596639,operator3
41305,-2.103546321,-2.046957318,assembly_0,99,-0.20591714,1.634152675,operator2
41306,-1.320513745,0.539966077,assembly_1,100,-0.119830216,1.532212093,operator2
41307,-0.684547571,1.884523195,assembly_1,101,-0.959497352,1.031793521,operator5
41308,-1.151098387,0.796591839,assembly_2,101,0.522614274,2.676804658,operator2
41309,-1.057657937,0.624255333,assembly_2,100,0.452772545,1.898043011,operator3
41310,-2.236148172,2.478261165,assembly_3,99,-0.292791535,1.823855045,operator2
41311,-0.462326878,-4.037225704,assembly_1,99,0.792974655,0.524846081,operator3
41312,-1.822072147,-0.2350549,assembly_0,101,-0.621814347,2.053570045,operator3
41313,-1.000150554,0.284583708,assembly_0,97,-0.288543161,-0.95640898,operator2
41314,-1.111621438,-0.433394185,assembly_3,103,1.268132937,4.689401564,operator3
41315,-1.750335575,1.313207183,assembly_2,99,0.044322805,1.414502697,operator2
41316,0.099854738,-2.377622707,assembly_2,102,-0.969298497,0.120636473,operator2
41317,-0.08259116,-1.150868732,assembly_0,100,-0.462597029,-0.356105212,operator2
41318,-0.812071082,-0.906418089,assembly_0,100,-0.993815355,0.236920164,operator2
41319,-0.558574827,0.233113057,assembly_2,100,0.44810746,1.636867102,operator3
41320,-3.80891229,-0.675719104,assembly_0,100,-1.921229494,2.217310192,operator3
41321,-0.12986245,3.61180765,assembly_2,102,-1.341068202,0.490689767,operator3
41322,-0.507873688,-3.25922389,assembly_2,101,-0.800097953,0.5046606,operator2
41323,-1.085271946,-0.032518834,assembly_2,101,1.070585506,3.12919583,operator2
41324,-0.975432748,2.006975738,assembly_3,101,0.287386795,2.382725455,operator2
41325,-0.838655859,1.679829329,assembly_2,101,-0.552274238,1.199315504,operator2
41326,-4.767487511,0.035366707,assembly_0,101,-1.59381567,4.026275315,operator2
41327,-0.413897996,1.770312529,assembly_1,102,-1.115090697,0.978676056,operator3
41328,-1.227744941,-1.340309748,assembly_1,102,-1.422299663,1.436374367,operator3
41329,0.984103379,-0.716783285,assembly_0,100,0.235477206,-0.613175738,operator5
41330,-1.789051281,1.158568564,assembly_3,101,0.603201702,3.756210257,operator3
41331,0.053454307,-0.740745182,assembly_0,102,-0.864880133,0.427427374,operator2
41332,-2.036285872,-1.770861581,assembly_0,100,-0.480560891,1.683710712,operator3
41333,-2.158069583,-0.00045085,assembly_2,98,0.470173249,1.875945626,operator4
41334,0.211607267,0.007334592,assembly_0,102,-1.423448246,-0.107898836,operator1
41335,-1.721090072,-0.433453615,assembly_1,101,-0.19008691,2.531336747,operator3
41336,-0.310566554,-2.73841434,assembly_0,99,0.303945536,0.382666177,operator2
41337,-1.666206252,-1.54625121,assembly_0,100,-0.470330329,1.08720403,operator4
41338,0.320548882,-0.803251799,assembly_0,100,0.293410307,0.054251272,operator4
41339,-0.925820159,1.359907739,assembly_1,102,-1.107975378,1.537621992,operator2
41340,-2.592095122,0.711500062,assembly_2,101,-0.496340007,3.151241868,operator3
41341,0.206673489,-2.466668495,assembly_0,99,0.960822838,0.343189665,operator3
41342,-0.763490919,0.955179012,assembly_1,99,-0.511244799,-0.045923866,operator4
41343,-1.391953736,2.031763703,assembly_2,102,-0.57452736,2.668204334,operator2
41344,0.598727466,-3.336787269,assembly_1,98,0.864782741,-0.621652452,operator3
41345,-0.758909839,0.386353066,assembly_0,99,-0.628974919,-0.146215002,operator3
41346,-1.7021561,0.59177076,assembly_3,99,1.023323009,2.870735289,operator3
41347,0.475552428,0.063682154,assembly_0,101,-0.574782404,-0.087119948,operator4
41348,-0.631571766,-1.216389333,assembly_0,98,0.562625454,0.525783008,operator2
41349,-0.77708022,-2.843958856,assembly_0,100,0.552812145,1.574212958,operator4
41350,-2.285128418,0.212774782,assembly_2,100,0.004295716,2.751723995,operator3
41351,0.355776288,-2.391430327,assembly_0,99,0.571452336,0.070140251,operator3
41352,-2.598705373,0.226133872,assembly_0,101,-1.192936266,2.31686792,operator4
41353,-1.9252721,-0.002517079,assembly_2,100,0.759744519,3.310811839,operator3
41354,-1.33929309,0.496493055,assembly_2,99,0.271259609,1.310582309,operator2
41355,-1.061738937,1.285251745,assembly_0,100,-1.409585099,-0.376473015,operator4
41356,-1.191171139,1.200826858,assembly_0,101,-1.579259699,0.182996556,operator3
41357,-2.233526849,2.027741702,assembly_3,101,-0.035981901,3.229993281,operator3
41358,-0.8667326,-1.017850258,assembly_0,100,-0.277592629,0.795379296,operator2
41359,-1.479562354,3.133041154,assembly_3,102,-0.666770286,2.914282658,operator3
41360,-0.933385814,0.949087346,assembly_2,102,0.275461558,2.904988191,operator5
41361,-1.055041878,0.438222936,assembly_1,99,-0.177481205,0.787709608,operator3
41362,0.258154054,-1.245043177,assembly_2,98,1.687738359,0.74548879,operator3
41363,1.548061478,-1.505720285,assembly_0,99,0.521542192,-1.256946815,operator2
41364,-0.958410678,-0.360624032,assembly_0,100,-0.544662566,0.892570739,operator3
41365,-2.344105088,-1.014564446,assembly_0,100,-0.484403385,2.129037946,operator2
41366,-1.104582452,1.476657968,assembly_2,101,-0.015902494,2.215786743,operator2
41367,-2.899660915,2.031665977,assembly_2,102,-1.307380175,3.047662444,operator2
41368,0.077771845,-0.848732405,assembly_1,102,0.382818479,1.752183825,operator2
41369,-0.088946749,-0.289218724,assembly_1,100,0.244395286,1.010957541,operator2
41370,1.610374894,-2.925732042,assembly_0,99,1.019892096,-0.975607755,operator2
41371,-1.93436097,0.549816468,assembly_3,100,0.712506159,3.209712818,operator3
41372,-1.164934272,-0.862932025,assembly_0,102,-0.385892828,2.201498755,operator2
41373,-1.982688784,1.236019237,assembly_3,100,0.63014216,3.352943159,operator4
41374,-0.490915382,3.044213209,assembly_0,102,-2.265390389,-0.299801574,operator2
41375,-2.26810611,-0.210585216,assembly_0,101,-1.227626447,2.162205947,operator2
41376,-0.564191132,0.879966751,assembly_0,101,-1.410493498,-0.254201697,operator2
41377,-1.862659389,1.073612808,assembly_3,102,0.242080651,3.74646386,operator2
41378,-1.044961651,0.838391665,assembly_1,101,-0.59346233,1.415775603,operator2
41379,-2.032189789,-1.849447124,assembly_0,100,-0.037958369,2.463448319,operator2
41380,1.190169381,-1.482155613,assembly_0,98,0.565422785,-1.693987416,operator3
41381,0.264909059,-1.645713727,assembly_0,100,0.611183924,0.689432794,operator2
41382,-2.203613936,-0.127231095,assembly_1,101,-0.423357143,2.627226907,operator3
41383,-1.568500251,-2.012356068,assembly_1,100,-0.627997968,1.036306459,operator4
41384,-0.47844981,1.384552817,assembly_1,99,-0.873069499,-0.999357142,operator3
41385,0.826316541,1.369462096,assembly_1,102,-0.750328264,-0.152320629,operator2
41386,-0.286934488,-0.57439748,assembly_1,100,0.658841353,1.560517941,operator2
41387,-1.615524867,-0.088583271,assembly_0,102,-1.545864593,1.544974959,operator3
41388,0.593763424,-0.904153642,assembly_0,102,-0.141899477,0.922901231,operator4
41389,-0.25359502,-1.49188313,assembly_0,100,0.381950621,0.858997391,operator4
41390,-1.814645538,-4.368534629,assembly_1,98,0.892660595,1.438923317,operator2
41391,-0.225580513,-2.345862359,assembly_0,100,0.699206718,1.022658608,operator3
41392,-1.552090097,0.688788575,assembly_0,102,-1.56017045,1.201968786,operator3
41393,-1.175768661,1.719534978,assembly_2,103,-0.630226846,2.953035675,operator2
41394,-0.357704786,-0.10649851,assembly_1,102,0.395550032,2.723928711,operator3
41395,-0.537003412,1.238272827,assembly_0,100,-1.534041902,-0.775531452,operator2
41396,-1.355699948,0.928677499,assembly_1,100,-0.310954669,1.415885966,operator2
41397,-2.500808431,0.071293064,assembly_0,101,-0.923214413,2.505190043,operator3
41398,1.565280836,0.290188368,assembly_0,101,-0.461943405,-0.753878161,operator3
41399,-1.086692285,0.392471098,assembly_0,102,-0.933655782,1.909230529,operator4
41400,-1.016657452,3.980488091,assembly_3,103,-1.215470304,2.498525692,operator2
41401,-2.569320793,-2.600357378,assembly_1,99,-0.72230315,1.525273232,operator3
41402,-0.994716076,-1.262415553,assembly_0,100,0.110770718,1.542627989,operator2
41403,-2.784107119,-2.330442955,assembly_0,99,-0.32063701,1.634252645,operator4
41404,-1.760111725,-2.139107135,assembly_0,100,-0.404230256,1.753052761,operator3
41405,-1.184304668,2.16068627,assembly_1,99,-1.149318934,-0.108749108,operator3
41406,-1.396888246,-1.573577033,assembly_1,99,1.065977181,2.279154609,operator5
41407,1.013780223,0.969057854,assembly_2,102,0.547859199,1.254053158,operator2
41408,-2.320476105,-1.634159618,assembly_3,99,2.011120151,4.550063955,operator2
41409,-0.917095511,-4.645573322,assembly_2,98,0.161289136,1.90E-05,operator4
41410,-1.663289215,0.77120072,assembly_3,101,0.6401267,3.226188244,operator2
41411,-2.086198703,3.6533772,assembly_4,101,-0.778913336,2.57980358,operator4
41412,-0.747494374,0.843796375,assembly_0,102,-1.261471842,0.923425815,operator2
41413,-1.955482743,-0.52310804,assembly_0,101,-1.188139776,1.488409439,operator2
41414,0.308356456,0.543344428,assembly_0,101,-1.211530549,-0.516928166,operator2
41415,-1.710054555,-2.343689051,assembly_0,100,0.466722857,2.310750198,operator2
41416,-1.323125183,1.533696369,assembly_4,100,0.999120498,2.919993483,operator2
41417,-0.939228282,1.151248916,assembly_2,101,-0.330049591,1.937770748,operator2
41418,-0.59549952,-1.437240001,assembly_1,101,-0.825398965,0.410642719,operator2
41419,0.273149932,-0.424294657,assembly_1,98,-1.330098605,-2.884120484,operator4
41420,-0.328003202,-1.730727664,assembly_0,100,-0.27740835,0.305094267,operator3
41421,0.600947411,-0.785465257,assembly_0,101,-0.277070352,-0.117577636,operator3
41422,-0.914336287,0.274156247,assembly_1,99,0.290005096,0.863808527,operator2
41423,-2.249322925,-0.466154825,assembly_0,102,-1.3295151,2.286911812,operator4
41424,0.568063857,0.085368318,assembly_1,102,0.03249714,1.003871575,operator4
41425,-1.396443114,-0.356487979,assembly_2,100,0.595257429,2.385841682,operator2
41426,-1.215184886,-1.599375178,assembly_0,97,0.551439632,0.249075294,operator2
41427,-0.390203159,1.238403751,assembly_1,102,-0.917438301,0.791299814,operator3
41428,1.126494062,-1.801284508,assembly_0,101,0.005014323,-0.210473493,operator2
41429,-0.322208887,2.077679837,assembly_1,102,-1.337427587,0.752701664,operator3
41430,1.542594845,1.240980246,assembly_1,100,-0.192726085,-1.262188823,operator3
41431,0.947238062,-1.030161425,assembly_0,102,-0.493482227,-0.073372575,operator1
41432,-1.481368553,-0.014309265,assembly_0,102,-1.758266,1.017060592,operator2
41433,-1.849242926,0.971431728,assembly_1,101,-0.908866309,2.178785124,operator4
41434,0.711876966,0.115775712,assembly_1,99,-1.454509307,-2.937943546,operator2
41435,-0.324044856,2.093959931,assembly_1,99,-0.929699859,-0.63539879,operator3
41436,0.17135378,1.304613043,assembly_1,100,-0.114827823,-0.016720065,operator2
41437,0.223212775,2.594185322,assembly_1,101,-1.463197205,-0.55489898,operator2
41438,-1.347519079,0.856939918,assembly_1,100,-0.329049718,1.098627051,operator2
41439,-2.936445947,0.617396157,assembly_0,102,-1.516409117,2.824365155,operator2
41440,-0.37326014,-2.465747471,assembly_0,101,0.297118217,1.402837531,operator2
41441,-1.216162779,-2.143349636,assembly_2,99,2.044051689,3.399245089,operator2
41442,-1.37620354,-1.038487375,assembly_1,99,1.061746164,2.168115735,operator2
41443,-1.278763699,-0.787114516,assembly_0,100,-0.299861165,1.530171718,operator2
41444,0.502313668,2.548513177,assembly_1,102,-1.327885229,-0.313122414,operator4
41445,-0.918765529,0.411903929,assembly_3,99,1.140041895,2.01437172,operator2
41446,-2.676056346,-0.941162484,assembly_0,100,-1.362494885,1.583619784,operator2
41447,-0.638637985,1.144229437,assembly_2,101,-0.280718895,1.400576918,operator2
41448,0.775527674,-0.161455618,assembly_0,100,-0.293002858,-0.886914311,operator2
41449,0.483285044,1.316732411,assembly_1,102,-0.662976649,0.498301319,operator2
41450,-2.190098361,-0.731033207,assembly_0,100,-0.917431679,1.507874003,operator2
41451,-0.786259893,0.759863862,assembly_0,98,-0.594134248,-1.021573337,operator4
41452,-1.885302028,0.440755571,assembly_2,100,0.513388372,2.882275098,operator2
41453,-1.375915912,-1.10110223,assembly_0,100,0.071791687,1.5564614,operator3
41454,-1.963394408,-4.05340255,assembly_1,100,-0.031881433,1.834649226,operator1
41455,-0.51305855,1.847366008,assembly_0,100,-1.605502559,-0.938680964,operator3
41456,1.654470227,1.919833713,assembly_1,101,-0.502223817,-1.045326813,operator4
41457,-0.617516943,-2.886549341,assembly_0,99,1.050697057,1.538804331,operator3
41458,1.042975118,2.200958801,assembly_0,101,-2.2991473,-2.247677816,operator3
41459,-1.080640571,-3.482617542,assembly_1,100,0.225435107,1.337931086,operator3
41460,2.438953048,1.361477815,assembly_1,97,-1.580845321,-5.936088791,operator2
41461,-2.053108643,-1.1568148,assembly_0,99,0.02202078,1.549143255,operator2
41462,0.67362566,-1.75891283,assembly_0,98,0.223235473,-1.466615848,operator2
41463,-2.52852115,-1.325820599,assembly_0,100,-1.062203331,1.821530323,operator2
41464,-0.403249514,0.85396877,assembly_0,100,-1.056588153,-0.53761426,operator4
41465,1.104175111,2.531064,assembly_1,100,-0.600375845,-1.514035463,operator2
41466,-0.434609253,-1.218077543,assembly_0,101,-0.656015944,0.836573292,operator3
41467,-1.192267832,0.687753707,assembly_3,102,1.014584476,4.159137591,operator5
41468,-2.743882473,-1.301595487,assembly_0,101,-0.732012691,2.60644429,operator2
41469,-2.298881765,-0.003389574,assembly_0,102,-1.038809247,2.732734325,operator4
41470,-0.158153555,2.075774983,assembly_1,100,-1.237417632,-0.605383513,operator2
41471,-1.083595984,0.410176162,assembly_0,101,-0.815762423,1.290462578,operator3
41472,0.870449334,-1.439734779,assembly_0,100,0.561311535,-0.167497787,operator2
41473,-0.175917306,1.465949435,assembly_0,101,-1.543931741,-0.733756655,operator3
41474,0.352337195,-2.83160958,assembly_1,100,0.328931393,0.316531693,operator2
41475,0.641861996,0.327018141,assembly_0,101,-1.271762553,-0.811081257,operator3
41476,-1.090555215,0.972184755,assembly_3,101,0.441220885,2.600507518,operator2
41477,-1.780266339,0.28972592,assembly_2,99,0.580207138,2.060157701,operator3
41478,-2.532492124,1.511416286,assembly_4,100,0.594933471,3.890580597,operator3
41479,-1.291806318,1.48081184,assembly_0,102,-2.026248627,0.540282417,operator2
41480,-1.665960829,0.011646006,assembly_0,101,-1.086600182,1.710568371,operator2
41481,-1.126343948,0.197349621,assembly_0,102,-1.589407394,0.687412606,operator2
41482,0.252209041,2.062612549,assembly_1,103,-0.838139337,1.229240071,operator2
41483,-1.479710954,-1.180214345,assembly_0,101,-0.906070869,1.620842948,operator2
41484,-0.771000152,0.032331946,assembly_1,100,-0.175514886,1.238815763,operator3
41485,-0.567444762,-0.613612103,assembly_1,100,0.534239926,1.497157013,operator4
41486,-0.983457149,1.516610289,assembly_1,101,-0.795264127,1.388996306,operator2
41487,-1.701133343,-1.298443613,assembly_2,99,1.409199176,3.109369669,operator4
41488,-1.420954767,-2.577953986,assembly_2,102,-1.229995541,1.410457776,operator2
41489,-0.389409192,-2.688412447,assembly_0,99,0.485018398,0.656088278,operator4
41490,-2.08220758,-1.091801108,assembly_0,99,-0.688061813,1.137595926,operator3
41491,-3.114884954,-0.195183373,assembly_0,101,-1.705675979,2.311674413,operator3
41492,-1.975706719,1.882588955,assembly_3,101,-0.072755111,2.996781021,operator4
41493,0.212853034,2.196477582,assembly_0,101,-1.511600463,-0.4895451,operator2
41494,-1.631713385,-0.43678148,assembly_0,100,-1.377889634,0.682408837,operator2
41495,-1.383397234,3.877520068,assembly_2,100,-1.707927613,0.202304563,operator5
41496,-0.737784496,-0.237222524,assembly_2,102,0.996021348,3.530091352,operator2
41497,-1.798435282,-0.987936912,assembly_2,99,1.633094207,3.214285014,operator3
41498,-1.659525521,-3.268184192,assembly_1,100,-0.067902244,1.736607233,operator4
41499,-0.703436544,-0.280702873,assembly_1,103,-0.018853261,2.92472593,operator4
41500,-1.725298195,1.283495437,assembly_3,103,0.411383648,4.715036812,operator3
41501,-0.356444033,-2.509676913,assembly_1,100,-0.428131299,0.328082869,operator3
41502,-1.340149727,-0.984164166,assembly_0,100,-0.266883435,1.479055977,operator2
41503,-2.518265517,0.03630414,assembly_0,102,-0.934263962,2.943587175,operator4
41504,-2.825210158,0.490263016,assembly_0,102,-2.352069025,1.495619185,operator3
41505,-1.354147663,0.885651176,assembly_1,101,-0.982611859,1.044750443,operator3
41506,-2.472421092,0.06267873,assembly_4,102,1.701699034,6.457276764,operator2
41507,-0.62731461,-3.390772297,assembly_0,100,0.523783913,1.213540346,operator2
41508,-0.644344794,2.853510153,assembly_2,102,-1.326197794,0.715823729,operator3
41509,-2.350432309,0.03023476,assembly_1,100,-0.588001663,1.854773604,operator4
41510,-2.635913655,-0.987287546,assembly_3,99,1.874184834,4.471737996,operator2
41511,-0.66189191,-2.069238612,assembly_0,100,0.430324978,1.43778639,operator4
41512,-1.098403135,1.546604965,assembly_3,100,0.164512081,1.63257939,operator3
41513,-0.359735968,0.120816362,assembly_0,100,-0.290155668,0.471272056,operator2
41514,1.247420815,-0.637386214,assembly_0,99,0.147589344,-1.128252618,operator3
41515,-0.497310872,-0.918079376,assembly_1,100,-1.229825247,-0.668778177,operator2
41516,-0.860460197,3.271477304,assembly_1,102,-2.137363996,0.344893145,operator2
41517,3.387219443,-1.387331948,assembly_1,100,0.207342768,-2.677355525,operator5
41518,-2.106155738,-2.438351219,assembly_0,99,0.004724044,1.927201939,operator2
41519,-2.251751061,-2.279217672,assembly_0,99,-0.478417593,1.511361813,operator3
41520,0.029284528,1.422677799,assembly_0,103,-1.180278704,1.027629961,operator2
41521,0.342632747,-2.176022137,assembly_0,99,0.359539897,-0.273213006,operator3
41522,-0.792383422,-2.572414189,assembly_1,101,-0.330169815,1.085106023,operator4
41523,0.599697591,1.306783111,assembly_0,103,-1.306146079,-0.007767066,operator2
41524,-2.292626602,0.436134454,assembly_3,100,0.772108158,3.381733413,operator2
41525,-0.274249351,-1.277998104,assembly_0,100,0.410459106,1.238089749,operator3
41526,2.624799313,-1.066281416,assembly_0,102,-0.128703808,-1.092142556,operator2
41527,-1.68213889,-0.507157485,assembly_2,100,1.020370001,2.858680065,operator2
41528,-1.177580057,0.543742849,assembly_1,100,-0.449505661,1.064686525,operator3
41529,-3.485312036,0.598462374,assembly_3,99,0.322310781,3.42811094,operator2
41530,-1.090551911,-1.321300719,assembly_1,98,1.185494083,1.224011617,operator2
41531,-0.753123826,0.700547536,assembly_1,99,0.101064609,0.653056899,operator5
41532,-0.175893489,2.804590213,assembly_2,102,-0.838101304,1.017874713,operator2
41533,-0.78124099,0.451914448,assembly_1,102,-2.254734547,-0.398324405,operator1
41534,0.314149741,-1.039710862,assembly_0,102,-0.013293692,1.150437296,operator3
41535,-1.137828103,0.591469332,assembly_2,100,0.094277394,1.568216877,operator3
41536,-0.069710274,0.111913277,assembly_2,100,0.61217931,1.186006189,operator2
41537,-0.479683904,0.673955484,assembly_1,99,-0.464079892,-0.307719111,operator2
41538,-1.652211672,-2.009475353,assembly_0,100,-0.566919621,1.548072301,operator2
41539,-2.220778546,-2.066435404,assembly_0,99,0.119105137,2.159387199,operator3
41540,-1.437874788,0.101853751,assembly_0,101,-1.081407938,1.416413739,operator2
41541,-1.571180575,1.789754283,assembly_3,100,-0.029502732,1.790474823,operator3
41542,-1.109957044,1.132783601,assembly_2,101,0.116697745,2.314286065,operator3
41543,1.103785943,2.565387921,assembly_1,100,-1.328870418,-2.054787499,operator3
41544,-0.60051448,0.978354347,assembly_1,99,-0.423611726,0.008856314,operator3
41545,-3.703123841,-0.717854774,assembly_0,101,-0.871115399,3.645861733,operator2
41546,-0.565412825,0.898685517,assembly_0,102,-0.974908374,1.083309666,operator3
41547,-0.351614562,-0.585154583,assembly_0,100,0.105733638,1.013592919,operator2
41548,-2.055457856,2.197366248,assembly_3,102,-0.368969097,3.369978362,operator2
41549,-2.712809141,0.676255343,assembly_3,101,0.843614079,5.025472132,operator2
41550,-1.950758733,1.34934651,assembly_1,101,-1.133890442,1.76698958,operator2
41551,-1.912188928,-0.154310678,assembly_3,100,1.153601347,3.739160649,operator3
41552,0.680350336,-1.144416895,assembly_0,100,0.455071542,0.379095396,operator2
41553,-0.392410259,0.475318697,assembly_0,100,-0.876334897,-0.585275003,operator2
41554,-0.143644907,1.089203246,assembly_1,102,-0.539810033,1.429419229,operator2
41555,-0.118743997,0.218664823,assembly_0,98,-0.712180528,-1.706864613,operator3
41556,-2.226171194,-0.465429699,assembly_3,101,1.248604656,4.379324417,operator3
41557,-0.457691662,0.039368464,assembly_0,100,-0.457562499,0.543848457,operator3
41558,-0.898905729,-0.361416036,assembly_0,98,-0.010562597,0.093905591,operator2
41559,-0.096898973,2.387786037,assembly_1,102,-1.361590535,0.086955873,operator3
41560,-1.523362026,0.064880292,assembly_2,100,0.857393963,2.926857005,operator3
41561,1.262918378,-2.056804094,assembly_0,100,0.137480297,-0.699078147,operator3
41562,-1.160489144,2.247254149,assembly_2,99,-0.715595308,0.366227421,operator2
41563,-1.693573799,0.17992251,assembly_3,100,1.010213961,3.239849858,operator2
41564,-0.871405447,-1.184675856,assembly_0,102,-0.902499784,1.110404136,operator2
41565,-1.306684547,0.516751027,assembly_0,102,-1.577671083,1.281560949,operator2
41566,1.108245412,-0.968657827,assembly_0,102,-0.407883569,0.096893672,operator3
41567,-2.81747494,2.005681202,assembly_2,102,-0.799787041,3.550411652,operator5
41568,-1.933841546,0.682678125,assembly_2,100,0.142787846,2.612852326,operator2
41569,-0.517146077,1.497862663,assembly_2,100,-0.041522968,0.928380385,operator2
41570,-1.999839776,1.867584202,assembly_2,101,-0.357236647,2.535064259,operator1
41571,-1.664789309,-0.188299587,assembly_0,102,-1.056338311,1.798478268,operator3
41572,-3.200303067,-2.663163177,assembly_2,99,-1.429496965,0.961562156,operator2
41573,-0.550773995,-2.022831782,assembly_1,100,-0.532270457,0.092402936,operator3
41574,0.714489424,0.208316506,assembly_0,102,-0.442648052,0.379519732,operator4
41575,-0.314072649,1.043883419,assembly_1,101,-0.442127674,0.815791744,operator3
41576,-1.627398432,2.589711692,assembly_2,100,-1.047361599,0.591054932,operator2
41577,-1.810288536,1.652671202,assembly_3,99,0.225765923,2.157195867,operator2
41578,0.134967958,-2.767826075,assembly_0,98,0.623949911,-0.658043027,operator2
41579,0.78631693,-2.245647146,assembly_1,101,-0.080848,-0.216939696,operator3
41580,0.782498776,0.73066842,assembly_1,101,-0.322044106,-0.18873722,operator4
41581,-0.50453559,-5.130366939,assembly_2,98,0.701453923,-0.214942045,operator3
41582,-0.677772314,-0.374147053,assembly_2,102,0.887990156,3.051122039,operator4
41583,-0.502700189,-0.620770805,assembly_1,102,0.694996403,2.864588696,operator3
41584,-1.029554214,0.599815822,assembly_1,100,-0.283613093,1.264603945,operator2
41585,-1.602192247,-0.564482536,assembly_0,101,-1.115327834,1.626372048,operator2
41586,-1.994126062,2.871701933,assembly_2,103,-1.218439497,3.383088749,operator3
41587,-0.05484403,0.443960225,assembly_1,101,0.01000636,0.793537965,operator3
41588,-1.84184617,2.699350069,assembly_3,102,-0.470432912,3.142342582,operator2
41589,-1.970578874,-0.867885261,assembly_0,100,-0.16914154,1.883656786,operator2
41590,-1.164858753,1.942684853,assembly_2,101,-0.888703177,1.577325761,operator3
41591,1.611418767,0.772058192,assembly_1,101,-1.655824302,-2.503955894,operator2
41592,-2.549358379,-2.88371291,assembly_0,98,0.5671326,2.246698699,operator2
41593,-1.704770637,2.421912003,assembly_2,98,-0.504439616,0.355379157,operator2
41594,-0.592100902,-1.269838546,assembly_0,101,-0.388395714,0.76993043,operator3
41595,-1.596639397,0.800373103,assembly_3,101,0.43551955,3.050030219,operator3
41596,-0.250180346,2.624566326,assembly_1,102,-1.782179474,-0.29409567,operator3
41597,-0.668641222,0.683959253,assembly_2,99,0.148598573,0.725540574,operator2
41598,-1.50978108,0.491316806,assembly_2,101,0.183527432,2.559721501,operator3
41599,-2.101700802,2.37779636,assembly_4,103,0.333848236,5.315993452,operator3
41600,-1.089712549,1.76795196,assembly_2,102,-0.258783441,2.372477061,operator4
41601,0.401875446,-2.842131036,assembly_0,100,0.792938362,0.358463125,operator3
41602,-1.710761705,-1.704028256,assembly_1,99,0.69635051,2.155590979,operator2
41603,0.507879171,-1.770690307,assembly_0,99,0.332313087,-0.267491859,operator3
41604,-2.739494356,1.474586063,assembly_4,101,0.759163335,4.675521019,operator2
41605,-2.153539298,-0.393668777,assembly_0,101,-1.334173844,1.455771893,operator3
41606,-1.650424264,2.525200482,assembly_3,102,-0.476580153,2.793766689,operator2
41607,-0.947513174,1.421368778,assembly_1,102,-0.893470639,1.631550877,operator2
41608,-2.317376063,-1.515766289,assembly_0,99,-0.598343831,1.432598781,operator1
41609,-2.466846895,-2.305693622,assembly_0,100,-0.22282471,2.371400301,operator2
41610,-1.547877609,2.40083918,assembly_3,101,-0.541162015,1.934948664,operator2
41611,-0.535355315,-1.066312738,assembly_0,101,-0.826370784,0.758314177,operator2
41612,-2.126732631,2.179639478,assembly_4,100,0.330959852,2.834058245,operator2
41613,-4.096048479,-2.763341514,assembly_1,100,-1.097458103,3.03812565,operator4
41614,0.26765334,0.613757845,assembly_0,101,-0.880461275,-0.401559612,operator3
41615,-1.546868911,1.176119425,assembly_3,100,0.626216724,2.822690798,operator3
41616,-0.98801311,-0.589763006,assembly_0,101,-0.34504271,1.501063711,operator4
41617,0.655730973,0.614194035,assembly_0,101,-0.419075067,-0.106356995,operator2
41618,-1.156309676,0.161026408,assembly_0,101,-1.255943855,0.715057483,operator3
41619,-0.832157764,-0.836595716,assembly_1,101,0.529500787,2.445912276,operator3
41620,-2.977606106,-0.032643853,assembly_2,98,0.302941025,2.118402527,operator2
41621,-0.42487078,1.271498306,assembly_1,100,-0.675756912,0.381533763,operator2
41622,-1.315763923,2.493432673,assembly_3,103,-0.574041888,3.163406566,operator3
41623,-1.735855572,-1.354833529,assembly_4,101,3.022490854,6.454704401,operator3
41624,-2.72225711,-0.353251289,assembly_0,101,-1.347189628,2.05324017,operator2
41625,0.361559908,2.858867315,assembly_0,101,-2.361196203,-1.985469501,operator3
41626,-3.209665686,-0.385288002,assembly_2,100,0.224268187,3.500633555,operator2
41627,-0.607022678,3.110702501,assembly_2,103,-1.088650923,1.567192169,operator2
41628,-1.343203869,-1.259655012,assembly_0,101,-0.804561534,1.142116366,operator3
41629,-1.096847947,1.53387192,assembly_2,101,0.040289862,2.068392894,operator2
41630,-3.254788967,1.402266053,assembly_2,100,-0.730044767,2.979066478,operator4
